任务ID,优先级,任务状态,问题类型,供应商SKU,Wayfair Listing,产品名,SKU价值分层,促销准入,触发原因,建议动作,执行前检查,复盘指标,证据来源,证据链接,排序分
TASK-TOOL-B04-PRICING-001,P2,待执行,定价,TOOL-B04,DMOM1069,黑色常规-对开门工具推车,N,新品不进大促,不建议提价：成交样本不足；平台空间偏低；Base/前台价高于72%；综合经营优先级为 P2，按店铺价值降级处理,不要先提Base（Base/前台价 72% 超 72% 红线、平台空间率 14.2% 低于 16%）；先拆供应商可控项：拿货、包装、头程/发货成本，再查平台扣项是否异常；先拆供应商可控项：拿货、包装、头程/发货成本，再查平台扣项是否异常,打开产品定价体检表，展开该 SKU 的 Total Cost 明细，确认 Base、前台价、平台空间和你的成本。,下次复盘看：平台空间率 14.2%→≥16%、Base/前台价 72%→≤72%、成交 0 单→先攒满3单再看毛利。,产品定价体检表,./Wayfair_产品定价体检表_20260605.html,42.0
TASK-TOOL-B05-PRICING-001,P2,待执行,定价,TOOL-B05,DMOM1067,黑色常规-上一抽下对开工具推车,N,新品不进大促,不建议提价：成交样本不足；平台空间偏低；Base/前台价高于72%；供货价竞争百分位偏高；综合经营优先级为 P2，按店铺价值降级处理,不要先提Base（Base/前台价 72% 超 72% 红线、供货价竞争分位 0.78 偏高、平台空间率 14.5% 低于 16%）；本SKU首要瓶颈是供货价（竞争分位 0.78）：优先谈拿货价或降包装/头程成本；先拆供应商可控项：拿货、包装、头程/发货成本，再查平台扣项是否异常,打开产品定价体检表，展开该 SKU 的 Total Cost 明细，确认 Base、前台价、平台空间和你的成本。,下次复盘看：平台空间率 14.5%→≥16%、Base/前台价 72%→≤72%、成交 0 单→先攒满3单再看毛利、供货价分位 0.78→≤0.70。,产品定价体检表,./Wayfair_产品定价体检表_20260605.html,42.0
TASK-TOOL-B06-PRICING-001,P2,待执行,定价,TOOL-B06,DMOM1068,黑色常规-三抽工具推车,N,新品不进大促,不建议提价：成交样本不足；平台空间偏低；供货价竞争百分位偏高；综合经营优先级为 P2，按店铺价值降级处理,不要先提Base（供货价竞争分位 0.80 偏高、平台空间率 14.3% 低于 16%）；本SKU首要瓶颈是供货价（竞争分位 0.80）：优先谈拿货价或降包装/头程成本；先拆供应商可控项：拿货、包装、头程/发货成本，再查平台扣项是否异常,打开产品定价体检表，展开该 SKU 的 Total Cost 明细，确认 Base、前台价、平台空间和你的成本。,下次复盘看：平台空间率 14.3%→≥16%、Base/前台价 71%→≤72%、成交 0 单→先攒满3单再看毛利、供货价分位 0.80→≤0.70。,产品定价体检表,./Wayfair_产品定价体检表_20260605.html,42.0
TASK-TOOL-B07-PRICING-001,P2,待执行,定价,TOOL-B07,DMOM1074,黑色常规-左四抽右单门工具推车,N,新品不进大促,不建议提价：成交样本不足；平台空间偏低；供货价竞争百分位偏高；综合经营优先级为 P2，按店铺价值降级处理,不要先提Base（供货价竞争分位 0.88 偏高、平台空间率 14.1% 低于 16%）；本SKU首要瓶颈是供货价（竞争分位 0.88）：优先谈拿货价或降包装/头程成本；先拆供应商可控项：拿货、包装、头程/发货成本，再查平台扣项是否异常,打开产品定价体检表，展开该 SKU 的 Total Cost 明细，确认 Base、前台价、平台空间和你的成本。,下次复盘看：平台空间率 14.1%→≥16%、Base/前台价 71%→≤72%、成交 0 单→先攒满3单再看毛利、供货价分位 0.88→≤0.70。,产品定价体检表,./Wayfair_产品定价体检表_20260605.html,42.0
TASK-TOOL-B08-PRICING-001,P2,待执行,定价,TOOL-B08,DMOM1077,黑色金属3层层板对开门工具柜,N,新品不进大促,不建议提价：成交样本不足；平台空间偏低；综合经营优先级为 P2，按店铺价值降级处理,不要先提Base（平台空间率 14.3% 低于 16%）；先拆供应商可控项：拿货、包装、头程/发货成本，再查平台扣项是否异常；先拆供应商可控项：拿货、包装、头程/发货成本，再查平台扣项是否异常,打开产品定价体检表，展开该 SKU 的 Total Cost 明细，确认 Base、前台价、平台空间和你的成本。,下次复盘看：平台空间率 14.3%→≥16%、Base/前台价 71%→≤72%、成交 0 单→先攒满3单再看毛利。,产品定价体检表,./Wayfair_产品定价体检表_20260605.html,42.0
TASK-VFC-2B-LISTING-001,P2,待执行,Listing,VFC-2B,DMOM1026,,N,新品不进大促,Review 数 3 低于 20；综合经营优先级为 P2，按店铺价值降级处理,先修 Listing 承接：补必填 TAG、补图片/说明、复盘差评和客诉原因。,打开 SKU 分层与促销准入清单，查看 TAG、图片、客户反馈和促销准入。,下次复盘看：Unique Visits、CVR、Review Count、Feedback Damage 数。,Detailed Listing Health / Customer Feedback,./Wayfair_6月SKU分层与促销准入清单_20260604.html,42.0
TASK-VFC-4B-wheel-PRICING-001,P2,待执行,定价,VFC-4B-wheel,DMOM1030,窄四黑带轮子套装,N,新品不进大促,待确认价格：缺少美国前台价，不能做提价/促销判断；综合经营优先级为 P2，按店铺价值降级处理,先确认是否仍可售或仅部分店铺可售,打开产品定价体检表，展开该 SKU 的 Total Cost 明细，确认 Base、前台价、平台空间和你的成本。,下次复盘看：平台空间率 0.0%→≥16%、成交 0 单→先攒满3单再看毛利。,产品定价体检表,./Wayfair_产品定价体检表_20260605.html,42.0
TASK-VFC-4W-wheel-PRICING-001,P2,待执行,定价,VFC-4W-wheel,DMOM1030,窄四白带轮子套装,N,新品不进大促,待确认价格：缺少美国前台价，不能做提价/促销判断；综合经营优先级为 P2，按店铺价值降级处理,先确认是否仍可售或仅部分店铺可售,打开产品定价体检表，展开该 SKU 的 Total Cost 明细，确认 Base、前台价、平台空间和你的成本。,下次复盘看：平台空间率 0.0%→≥16%、成交 0 单→先攒满3单再看毛利。,产品定价体检表,./Wayfair_产品定价体检表_20260605.html,42.0
TASK-VFC-5B-wheel-PRICING-001,P2,待执行,定价,VFC-5B-wheel,DMOM1030,窄五黑带轮子套装,N,新品不进大促,待确认价格：缺少美国前台价，不能做提价/促销判断；综合经营优先级为 P2，按店铺价值降级处理,先确认是否仍可售或仅部分店铺可售,打开产品定价体检表，展开该 SKU 的 Total Cost 明细，确认 Base、前台价、平台空间和你的成本。,下次复盘看：平台空间率 0.0%→≥16%、成交 0 单→先攒满3单再看毛利。,产品定价体检表,./Wayfair_产品定价体检表_20260605.html,42.0
TASK-VFC-5W-wheel-PRICING-001,P2,待执行,定价,VFC-5W-wheel,DMOM1030,窄五白带轮子套装,N,新品不进大促,待确认价格：缺少美国前台价，不能做提价/促销判断；综合经营优先级为 P2，按店铺价值降级处理,先确认是否仍可售或仅部分店铺可售,打开产品定价体检表，展开该 SKU 的 Total Cost 明细，确认 Base、前台价、平台空间和你的成本。,下次复盘看：平台空间率 0.0%→≥16%、成交 0 单→先攒满3单再看毛利。,产品定价体检表,./Wayfair_产品定价体检表_20260605.html,42.0
TASK-W6D-G-locker-LISTING-001,P2,待执行,Listing,W6D-G-locker,DMOM1049,,N,新品不进大促,Required Tags 覆盖率 53.3% 低于 80%；综合经营优先级为 P2，按店铺价值降级处理,先修 Listing 承接：补必填 TAG、补图片/说明、复盘差评和客诉原因。,打开 SKU 分层与促销准入清单，查看 TAG、图片、客户反馈和促销准入。,下次复盘看：Unique Visits、CVR、Review Count、Feedback Damage 数。,Detailed Listing Health / Customer Feedback,./Wayfair_6月SKU分层与促销准入清单_20260604.html,42.0
TASK-W6D-G-locker-PRICING-001,P2,待执行,定价,W6D-G-locker,DMOM1049,6门更衣柜灰色,N,新品不进大促,不建议提价：成交样本不足；供货价竞争百分位偏高；综合经营优先级为 P2，按店铺价值降级处理,不要先提Base（供货价竞争分位 0.75 偏高）；本SKU首要瓶颈是供货价（竞争分位 0.75）：优先谈拿货价或降包装/头程成本；先拆供应商可控项：拿货、包装、头程/发货成本，再查平台扣项是否异常,打开产品定价体检表，展开该 SKU 的 Total Cost 明细，确认 Base、前台价、平台空间和你的成本。,下次复盘看：平台空间率 21.1%→≥16%、Base/前台价 69%→≤72%、成交 0 单→先攒满3单再看毛利、供货价分位 0.75→≤0.70。,产品定价体检表,./Wayfair_产品定价体检表_20260605.html,42.0
TASK-W9D-G-locker-LISTING-001,P2,待执行,Listing,W9D-G-locker,DMOM1048,,N,新品不进大促,Required Tags 覆盖率 53.3% 低于 80%；综合经营优先级为 P2，按店铺价值降级处理,先修 Listing 承接：补必填 TAG、补图片/说明、复盘差评和客诉原因。,打开 SKU 分层与促销准入清单，查看 TAG、图片、客户反馈和促销准入。,下次复盘看：Unique Visits、CVR、Review Count、Feedback Damage 数。,Detailed Listing Health / Customer Feedback,./Wayfair_6月SKU分层与促销准入清单_20260604.html,42.0
TASK-W9D-G-locker-PRICING-001,P2,待执行,定价,W9D-G-locker,DMOM1048,9门更衣柜灰色,N,新品不进大促,不建议提价：成交样本不足；供货价竞争百分位偏高；综合经营优先级为 P2，按店铺价值降级处理,不要先提Base（供货价竞争分位 0.81 偏高）；本SKU首要瓶颈是供货价（竞争分位 0.81）：优先谈拿货价或降包装/头程成本；先拆供应商可控项：拿货、包装、头程/发货成本，再查平台扣项是否异常,打开产品定价体检表，展开该 SKU 的 Total Cost 明细，确认 Base、前台价、平台空间和你的成本。,下次复盘看：平台空间率 20.9%→≥16%、Base/前台价 68%→≤72%、成交 0 单→先攒满3单再看毛利、供货价分位 0.81→≤0.70。,产品定价体检表,./Wayfair_产品定价体检表_20260605.html,42.0
TASK-YB-CW12X0718-LISTING-001,P2,待执行,Listing,YB- CW12X0718,DMOM1011,,N,新品不进大促,Required Tags 覆盖率 73.3% 低于 80%；综合经营优先级为 P2，按店铺价值降级处理,先修 Listing 承接：补必填 TAG、补图片/说明、复盘差评和客诉原因。,打开 SKU 分层与促销准入清单，查看 TAG、图片、客户反馈和促销准入。,下次复盘看：Unique Visits、CVR、Review Count、Feedback Damage 数。,Detailed Listing Health / Customer Feedback,./Wayfair_6月SKU分层与促销准入清单_20260604.html,42.0
TASK-YB-CW12X0718-PRICING-001,P2,待执行,定价,YB- CW12X0718,DMOM1011,,N,新品不进大促,待补成本：缺少你的拿货成本；综合经营优先级为 P2，按店铺价值降级处理,先补产品上架成本，再决定 Base Cost,打开产品定价体检表，展开该 SKU 的 Total Cost 明细，确认 Base、前台价、平台空间和你的成本。,下次复盘看：平台空间率 17.0%→≥16%、Base/前台价 75%→≤72%、成交 0 单→先攒满3单再看毛利。,产品定价体检表,./Wayfair_产品定价体检表_20260605.html,42.0
TASK-YB-CW12A0720-LISTING-001,P2,待执行,Listing,YB-CW12A0720,DMOM1007,,N,新品不进大促,Required Tags 覆盖率 73.3% 低于 80%；综合经营优先级为 P2，按店铺价值降级处理,先修 Listing 承接：补必填 TAG、补图片/说明、复盘差评和客诉原因。,打开 SKU 分层与促销准入清单，查看 TAG、图片、客户反馈和促销准入。,下次复盘看：Unique Visits、CVR、Review Count、Feedback Damage 数。,Detailed Listing Health / Customer Feedback,./Wayfair_6月SKU分层与促销准入清单_20260604.html,42.0
TASK-YB-CW12A0720-PRICING-001,P2,待执行,定价,YB-CW12A0720,DMOM1007,,N,新品不进大促,待补成本：缺少你的拿货成本；综合经营优先级为 P2，按店铺价值降级处理,先补产品上架成本，再决定 Base Cost,打开产品定价体检表，展开该 SKU 的 Total Cost 明细，确认 Base、前台价、平台空间和你的成本。,下次复盘看：平台空间率 15.6%→≥16%、Base/前台价 76%→≤72%、成交 0 单→先攒满3单再看毛利、发货成本分位 1.00→≤0.70。,产品定价体检表,./Wayfair_产品定价体检表_20260605.html,42.0
TASK-YB-CW12H0689-LISTING-001,P2,待执行,Listing,YB-CW12H0689,DMOM1013,,N,新品不进大促,Required Tags 覆盖率 73.3% 低于 80%；综合经营优先级为 P2，按店铺价值降级处理,先修 Listing 承接：补必填 TAG、补图片/说明、复盘差评和客诉原因。,打开 SKU 分层与促销准入清单，查看 TAG、图片、客户反馈和促销准入。,下次复盘看：Unique Visits、CVR、Review Count、Feedback Damage 数。,Detailed Listing Health / Customer Feedback,./Wayfair_6月SKU分层与促销准入清单_20260604.html,42.0
TASK-YB-CW12H0689-PRICING-001,P2,待执行,定价,YB-CW12H0689,DMOM1013,,N,新品不进大促,待补成本：缺少你的拿货成本；综合经营优先级为 P2，按店铺价值降级处理,先补产品上架成本，再决定 Base Cost,打开产品定价体检表，展开该 SKU 的 Total Cost 明细，确认 Base、前台价、平台空间和你的成本。,下次复盘看：平台空间率 16.4%→≥16%、Base/前台价 76%→≤72%、成交 0 单→先攒满3单再看毛利、发货成本分位 0.83→≤0.70。,产品定价体检表,./Wayfair_产品定价体检表_20260605.html,42.0
TASK-YB-CW12S0714-LISTING-001,P2,待执行,Listing,YB-CW12S0714,IFOM4699,,N,新品不进大促,Required Tags 覆盖率 73.3% 低于 80%；Review 数 1 低于 20；综合经营优先级为 P2，按店铺价值降级处理,先修 Listing 承接：补必填 TAG、补图片/说明、复盘差评和客诉原因。,打开 SKU 分层与促销准入清单，查看 TAG、图片、客户反馈和促销准入。,下次复盘看：Unique Visits、CVR、Review Count、Feedback Damage 数。,Detailed Listing Health / Customer Feedback,./Wayfair_6月SKU分层与促销准入清单_20260604.html,42.0
TASK-YB-CW12S0714-PRICING-001,P2,待执行,定价,YB-CW12S0714,IFOM4699,,N,新品不进大促,待补成本：缺少你的拿货成本；综合经营优先级为 P2，按店铺价值降级处理,先补产品上架成本，再决定 Base Cost,打开产品定价体检表，展开该 SKU 的 Total Cost 明细，确认 Base、前台价、平台空间和你的成本。,下次复盘看：平台空间率 13.3%→≥16%、Base/前台价 118%→≤72%、成交 0 单→先攒满3单再看毛利、发货成本分位 0.91→≤0.70。,产品定价体检表,./Wayfair_产品定价体检表_20260605.html,42.0
TASK-YB-CW12S0768-LISTING-001,P2,待执行,Listing,YB-CW12S0768,DMOM1008,,N,新品不进大促,Required Tags 覆盖率 78.3% 低于 80%；综合经营优先级为 P2，按店铺价值降级处理,先修 Listing 承接：补必填 TAG、补图片/说明、复盘差评和客诉原因。,打开 SKU 分层与促销准入清单，查看 TAG、图片、客户反馈和促销准入。,下次复盘看：Unique Visits、CVR、Review Count、Feedback Damage 数。,Detailed Listing Health / Customer Feedback,./Wayfair_6月SKU分层与促销准入清单_20260604.html,42.0
TASK-YB-CW12S0768-PRICING-001,P2,待执行,定价,YB-CW12S0768,DMOM1008,,N,新品不进大促,待补成本：缺少你的拿货成本；综合经营优先级为 P2，按店铺价值降级处理,先补产品上架成本，再决定 Base Cost,打开产品定价体检表，展开该 SKU 的 Total Cost 明细，确认 Base、前台价、平台空间和你的成本。,下次复盘看：平台空间率 24.8%→≥16%、Base/前台价 54%→≤72%、成交 0 单→先攒满3单再看毛利、发货成本分位 0.86→≤0.70。,产品定价体检表,./Wayfair_产品定价体检表_20260605.html,42.0
TASK-YB-CW12Y0719-LISTING-001,P2,待执行,Listing,YB-CW12Y0719,DMOM1012,,N,新品不进大促,Required Tags 覆盖率 73.3% 低于 80%；综合经营优先级为 P2，按店铺价值降级处理,先修 Listing 承接：补必填 TAG、补图片/说明、复盘差评和客诉原因。,打开 SKU 分层与促销准入清单，查看 TAG、图片、客户反馈和促销准入。,下次复盘看：Unique Visits、CVR、Review Count、Feedback Damage 数。,Detailed Listing Health / Customer Feedback,./Wayfair_6月SKU分层与促销准入清单_20260604.html,42.0
TASK-YB-CW12Y0719-PRICING-001,P2,待执行,定价,YB-CW12Y0719,DMOM1012,,N,新品不进大促,待补成本：缺少你的拿货成本；综合经营优先级为 P2，按店铺价值降级处理,先补产品上架成本，再决定 Base Cost,打开产品定价体检表，展开该 SKU 的 Total Cost 明细，确认 Base、前台价、平台空间和你的成本。,下次复盘看：平台空间率 13.2%→≥16%、Base/前台价 77%→≤72%、成交 0 单→先攒满3单再看毛利、发货成本分位 1.00→≤0.70。,产品定价体检表,./Wayfair_产品定价体检表_20260605.html,42.0
TASK-YB-MSE3400003-LISTING-001,P2,待执行,Listing,YB-MSE3400003,DMOM1009,,N,新品不进大促,Required Tags 覆盖率 63.0% 低于 80%；综合经营优先级为 P2，按店铺价值降级处理,先修 Listing 承接：补必填 TAG、补图片/说明、复盘差评和客诉原因。,打开 SKU 分层与促销准入清单，查看 TAG、图片、客户反馈和促销准入。,下次复盘看：Unique Visits、CVR、Review Count、Feedback Damage 数。,Detailed Listing Health / Customer Feedback,./Wayfair_6月SKU分层与促销准入清单_20260604.html,42.0
TASK-YB-MSE3400003-PRICING-001,P2,待执行,定价,YB-MSE3400003,DMOM1009,,N,新品不进大促,待补成本：缺少你的拿货成本；综合经营优先级为 P2，按店铺价值降级处理,先补产品上架成本，再决定 Base Cost,打开产品定价体检表，展开该 SKU 的 Total Cost 明细，确认 Base、前台价、平台空间和你的成本。,下次复盘看：平台空间率 23.2%→≥16%、Base/前台价 67%→≤72%、成交 0 单→先攒满3单再看毛利、发货成本分位 1.00→≤0.70。,产品定价体检表,./Wayfair_产品定价体检表_20260605.html,42.0
